data,cotacao,log_retorno,conjunto
2021-01-07,5.3433,0.0047085393936969,treino
2021-01-08,5.3683,0.0046678452132777,treino
2021-01-11,5.4966,0.0236184344230911,treino
2021-01-12,5.4637,-0.0060035033375427,treino
2021-01-13,5.307,-0.0290995120837802,treino
2021-01-14,5.2617,-0.0085725353956931,treino
2021-01-15,5.2714,0.0018418134722142,treino
2021-01-18,5.2788,0.0014028172382583,treino
2021-01-19,5.2945,0.0029697467278346,treino
2021-01-20,5.3033,0.0016607224183382,treino
2021-01-21,5.3166,0.0025047329924643,treino
2021-01-22,5.4301,0.0211235486833547,treino
2021-01-25,5.5089,0.0144074162285769,treino
2021-01-26,5.3865,-0.0224691428589962,treino
2021-01-27,5.3824,-0.0007614519956731,treino
2021-01-28,5.4282,0.0084732159211768,treino
2021-01-29,5.4759,0.0087490584770972,treino
2021-02-01,5.4608,-0.0027613465844056,treino
2021-02-02,5.3875,-0.0135138437404394,treino
2021-02-03,5.3423,-0.008425183576896,treino
2021-02-04,5.391,0.0090746246165616,treino
2021-02-05,5.3884,-0.0004824016272559,treino
2021-02-08,5.367,-0.003979401647584,treino
2021-02-09,5.4216,0.0101218816450743,treino
2021-02-10,5.4024,-0.0035476755612708,treino
2021-02-11,5.3626,-0.0073943671795839,treino
2021-02-12,5.3815,0.0035182136233047,treino
2021-02-17,5.4138,0.005984103524157,treino
2021-02-18,5.4238,0.0018454275555477,treino
2021-02-19,5.3924,-0.0058061219671485,treino
2021-02-22,5.5044,0.0205572175742174,treino
2021-02-23,5.449,-0.0101156668080282,treino
2021-02-24,5.4182,-0.0056684486289602,treino
2021-02-25,5.46,0.0076851327848124,treino
2021-02-26,5.5302,0.0127751914887228,treino
2021-03-01,5.5832,0.0095381074752682,treino
2021-03-02,5.6844,0.0179634920147646,treino
2021-03-03,5.7342,0.0087226657824825,treino
2021-03-04,5.6008,-0.0235388018372013,treino
2021-03-05,5.687,0.0152734236438121,treino
2021-03-08,5.7343,0.008282817265631,treino
2021-03-09,5.8397,0.0182137400673514,treino
2021-03-10,5.7449,-0.0163669209488028,treino
2021-03-11,5.589,-0.0275121244212812,treino
2021-03-12,5.564,-0.0044831062263646,treino
2021-03-15,5.6296,0.0117211176090055,treino
2021-03-16,5.5851,-0.0079360542063782,treino
2021-03-17,5.6579,0.0129504611695787,treino
2021-03-18,5.5474,-0.0197234491091633,treino
2021-03-19,5.5082,-0.0070914584964281,treino
2021-03-22,5.5269,0.0033891886616248,treino
2021-03-23,5.4951,-0.005770293637292,treino
2021-03-24,5.533,0.0068733778638288,treino
2021-03-25,5.6585,0.0224286755078866,treino
2021-03-26,5.7042,0.0080439061870434,treino
2021-03-29,5.7925,0.0153612317134916,treino
2021-03-30,5.7642,-0.0048976016627837,treino
2021-03-31,5.6973,-0.0116739972554384,treino
2021-04-01,5.6849,-0.0021788415078975,treino
2021-04-05,5.6579,-0.004760738264872,treino
2021-04-06,5.6263,-0.0056007661338663,treino
2021-04-07,5.5864,-0.0071169599498477,treino
2021-04-08,5.5817,-0.0008416830575421,treino
2021-04-09,5.6445,0.0111882302273182,treino
2021-04-12,5.6582,0.0024242007147474,treino
2021-04-13,5.7064,0.0084825315474794,treino
2021-04-14,5.6936,-0.002245614978767,treino
2021-04-15,5.6234,-0.012406273818879,treino
2021-04-16,5.6328,0.0016701910387408,treino
2021-04-19,5.575,-0.0103143368766036,treino
2021-04-20,5.5266,-0.0087195191060747,treino
2021-04-22,5.497,-0.0053703093615846,treino
2021-04-23,5.4787,-0.0033346423385756,treino
2021-04-26,5.4566,-0.0040419613706312,treino
2021-04-27,5.4424,-0.0026057451206022,treino
2021-04-28,5.4005,-0.0077285981723222,treino
2021-04-29,5.3662,-0.0063715188567607,treino
2021-04-30,5.4036,0.0069453750937582,treino
2021-05-03,5.4087,0.0009433701207379,treino
2021-05-04,5.4505,0.0076985793521489,treino
2021-05-05,5.3872,-0.011681578161603,treino
2021-05-06,5.2897,-0.018264235937629,treino
