data,cotacao,log_retorno
2024-04-18,5.2512,0.0008191959003003291
2024-04-19,5.2269,-0.004638253798802561
2024-04-22,5.2043,-0.004333161163047938
2024-04-23,5.1626,-0.008044878392189592
2024-04-24,5.1592,-0.0006587998455640509
2024-04-25,5.1679,0.0016848877338582202
2024-04-26,5.1184,-0.00962452623477228
2024-04-29,5.1155,-0.0005667438762588795
2024-04-30,5.1718,0.010945644064811466
2024-05-02,5.1184,-0.010378900188552587
2024-05-03,5.0668,-0.010132435585776145
2024-05-06,5.0727,0.0011637656030156762
2024-05-07,5.061,-0.0023091279984150948
2024-05-08,5.0887,0.005458302959162387
2024-05-09,5.1577,0.013468348498245408
2024-05-10,5.1464,-0.0021933025746951884
2024-05-13,5.1412,-0.0010109258608137495
2024-05-14,5.1356,-0.0010898335190483444
2024-05-15,5.1423,0.0013037684641923342
2024-05-16,5.127,-0.0029797573974204017
2024-05-17,5.1157,-0.0022064503664913637
2024-05-20,5.1085,-0.0014084233857307726
2024-05-21,5.1037,-0.0009400521637803472
2024-05-22,5.1502,0.009069781987482983
2024-05-23,5.1443,-0.0011462432650419796
2024-05-24,5.1508,0.0012627368094897395
2024-05-27,5.1704,0.003798012549056873
2024-05-28,5.1538,-0.0032157483010979426
2024-05-29,5.1972,0.008385712360993614
2024-05-31,5.2416,0.008506776210114309
2024-06-03,5.2373,-0.000820696874930027
2024-06-04,5.2687,0.005977554444407174
2024-06-05,5.2841,0.0029186587317415746
2024-06-06,5.2681,-0.00303254530084196
2024-06-07,5.2802,0.0022942095517304306
2024-06-10,5.3666,0.016230585096235206
2024-06-11,5.3524,-0.0026495024362040986
2024-06-12,5.3891,0.0068333366489228275
2024-06-13,5.3974,0.0015389610416991495
2024-06-14,5.363,-0.0063938361385305065
2024-06-17,5.413,0.009279947814052614
2024-06-18,5.4074,-0.0010350819747855233
2024-06-19,5.4647,0.010540839496677057
2024-06-20,5.4254,-0.00721759590943849
2024-06-21,5.4416,0.0029815058435000985
2024-06-24,5.4,-0.007674181700565219
2024-06-25,5.429,0.005356001353085338
2024-06-26,5.5097,0.01475522029826637
2024-06-27,5.5229,0.002392909431796264
2024-06-28,5.5589,0.006497162309239579
2024-07-01,5.5893,0.0054538087496642795
2024-07-02,5.6677,0.0139293359927255
2024-07-03,5.5863,-0.014466219931316804
2024-07-04,5.4839,-0.01850064510494054
2024-07-05,5.497,0.0023859622097743838
2024-07-08,5.472,-0.0045583085582738825
2024-07-09,5.4387,-0.006104118598654118
2024-07-10,5.3967,-0.0077524060669820205
2024-07-11,5.41,0.002461437203777006
2024-07-12,5.4529,0.007898484388131344
2024-07-15,5.4563,0.0006233271202444879
2024-07-16,5.4274,-0.005310706455276204
2024-07-17,5.467,0.0072698220013722725
2024-07-18,5.5426,0.013733684832344384
2024-07-19,5.5543,0.002108697804871662
2024-07-22,5.5598,0.000989733842411411
2024-07-23,5.5807,0.0037520801614578936
2024-07-24,5.6346,0.009611943502538356
2024-07-25,5.6402,0.0009933658176632942
2024-07-26,5.6465,0.001116358307438725
2024-07-29,5.6479,0.0002479104701746948
2024-07-30,5.6532,0.0009379618600962036
2024-07-31,5.6621,0.0015730916255582983
2024-08-01,5.6681,0.0010591164429338829
2024-08-02,5.7366,0.012012735756967485
2024-08-05,5.7646,0.0048690667614168515
2024-08-06,5.6528,-0.019584769475991415
2024-08-07,5.6093,-0.00772506305706
2024-08-08,5.6172,0.001407384546204371
2024-08-09,5.5115,-0.01899650069065517
2024-08-12,5.4911,-0.0037082186713139897
2024-08-13,5.4875,-0.000655821348629404
2024-08-14,5.4502,-0.006820473151758044
2024-08-15,5.4651,0.0027301144732241323
2024-08-16,5.4632,-0.0003477210580133949
2024-08-19,5.4237,-0.007256459290800876
2024-08-20,5.4547,0.005699382981740664
2024-08-21,5.4707,0.0029289566401928813
2024-08-22,5.5524,0.01482368772294218
2024-08-23,5.5263,-0.004711752874672959
2024-08-26,5.4921,-0.006207817801202609
2024-08-27,5.4969,0.0008736009291603342
2024-08-28,5.5315,0.006274729520726607
2024-08-29,5.6358,0.01868008075355898
2024-08-30,5.6562,0.003613181401635135
2024-09-02,5.623,-0.00588695933795802
2024-09-03,5.6224,-0.00010671029942366239
2024-09-04,5.6359,0.00239823178818388
2024-09-05,5.6049,-0.0055156356470604795
2024-09-06,5.5702,-0.006210255214470939
2024-09-09,5.6097,0.00706628223159389
2024-09-10,5.6254,0.002794814504432308
2024-09-11,5.6387,0.0023614858143568007
2024-09-12,5.6554,0.0029572984427228555
2024-09-13,5.5717,-0.014910627094028905
2024-09-16,5.5207,-0.009195549993074037
2024-09-17,5.501,-0.0035747699499752983
2024-09-18,5.4767,-0.004427164103508963
2024-09-19,5.4189,-0.01060988696532772
2024-09-20,5.4775,0.010755949663000086
2024-09-23,5.5446,0.01217568865242824
2024-09-24,5.4702,-0.013509302303137627
2024-09-25,5.4736,0.000621356404428175
2024-09-26,5.4412,-0.005936910464065415
2024-09-27,5.4431,0.0003491267273596499
2024-09-30,5.4481,0.0009181725340212665
2024-10-01,5.4521,0.0007339315204402119
2024-10-02,5.4305,-0.003969644821005147
2024-10-03,5.485,0.009985882989239858
2024-10-04,5.4686,-0.002994451551004751
2024-10-07,5.4626,-0.0010977752858891687
2024-10-08,5.5197,0.010398644095720666
2024-10-09,5.5737,0.009735595312077017
2024-10-10,5.5819,0.0014701139296577903
2024-10-11,5.6263,0.007922812271780932
2024-10-14,5.6045,-0.0038821860205231484
2024-10-15,5.6378,0.005924072011517012
2024-10-16,5.6749,0.0065590235763077764
2024-10-17,5.6758,0.00015858052840544978
2024-10-18,5.6672,-0.0015163539888658484
2024-10-21,5.7068,0.006963277652144884
2024-10-22,5.6958,-0.0019293851248514127
2024-10-23,5.7149,0.003347738147241097
2024-10-24,5.7087,-0.0010854722869781952
2024-10-25,5.6969,-0.0020691597478543766
2024-10-28,5.6988,0.0003334591148600463
2024-10-29,5.714,0.0026636774476420655
2024-10-30,5.7801,0.011501679764105655
2024-10-31,5.7779,-0.00038068870506480224
2024-11-01,5.8073,0.005075451975363965
2024-11-04,5.7898,-0.0030179981690170443
2024-11-05,5.7846,-0.0008985347577166181
2024-11-06,5.7648,-0.0034287529045609055
2024-11-07,5.6624,-0.01792263040262987
2024-11-08,5.7648,0.01792263040262987
2024-11-11,5.798,0.005742569487771965
2024-11-12,5.7694,-0.004944941521570545
2024-11-13,5.7713,0.00032926945803413155
2024-11-14,5.7885,0.002975832227718689
2024-11-18,5.7603,-0.004883633978802537
2024-11-19,5.7743,0.0024274802550188213
2024-11-21,5.8173,0.007419199634682627
2024-11-22,5.8124,-0.0008426701101411638
2024-11-25,5.8002,-0.002101166747926042
2024-11-26,5.799,-0.00020691082217405565
2024-11-27,5.8291,0.005177125623257339
2024-11-28,5.9871,0.02674454014235117
2024-11-29,6.0535,0.011029462505745657
2024-12-02,6.0634,0.0016340816880446862
2024-12-03,6.0707,0.0012032208207792827
2024-12-04,6.0581,-0.002077700107624869
2024-12-05,5.9849,-0.01215658913426898
2024-12-06,6.0293,0.007391287332488394
2024-12-09,6.057,0.004583710233733829
2024-12-10,6.0529,-0.0006771319592493441
2024-12-11,6.032,-0.003458865333905825
2024-12-12,5.9408,-0.015234826264976409
2024-12-13,6.04,0.01656020750604492
2024-12-16,6.0509,0.0018030093628844668
2024-12-17,6.1685,0.019248675219774247
2024-12-18,6.1624,-0.0009893844727633105
2024-12-19,6.1841,0.0035151698610165205
2024-12-20,6.078,-0.017305787423034014
2024-12-23,6.1612,0.013595869273564043
2024-12-24,6.1541,-0.001153037406578461
2024-12-26,6.1656,0.0018669291200594795
2024-12-27,6.1991,0.00541866474215702
2024-12-30,6.1923,-0.0010975354976188179
2024-12-31,6.1923,0.0
2025-01-02,6.2086,0.002628842969008449
2025-01-03,6.1563,-0.008459479962501959
2025-01-06,6.1119,-0.007238257258862957
2025-01-07,6.0741,-0.006203860370385117
2025-01-08,6.1321,0.009503438666172537
2025-01-09,6.0896,-0.0069548706499222845
2025-01-10,6.0965,0.001132437898488936
2025-01-13,6.1079,0.0018681792329962033
